2019-01-06 22:37:46  | [93mWelcome to Korbit Salon ^^[0m
xrp                  | trade_in_use 680.1588 coins | available 0.0 coins 
xrp                  | open_orders | id:  14444799 type: ask 
2019-01-06 22:37:46  | Get Last Order from Redis
2019-01-06 22:37:46  | Get Last Order from Redis
2019-01-06 22:37:46  | Get Last Order from Redis
2019-01-06 22:37:46  | Get Last Order from Redis
2019-01-06 22:37:46  | Get Last Order from Redis
2019-01-06 22:37:46  | My Order List is  [] 
2019-01-06 22:37:46  | My Trader List is  OrderedDict([('dongwkim-trader1', False), ('dongwkim-trader2', False), ('dongwkim-trader3', False), ('dongwkim-trader4', False), ('dongwkim-trader5', False)]) 
2019-01-06 22:37:46  | Spawn Trader  dongwkim-trader1 
2019-01-06 22:37:46  | Current Trader is dongwkim-trader1
2019-01-06 22:37:46  | Get Last Order from Redis
2019-01-06 22:35:36  | TEST  | Price: p:401.0/b:400.7/a:401.2/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:368,973  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.2/a:401.6/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:400.9/a:401.5/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:399.8/a:401.5/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:399.9/a:401.1/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:400.5/a:401.1/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:400.6/a:401.1/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:400.6/a:401.2/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:400.7/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:400.7/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:400.8/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:400.8/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:400.8/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:400.8/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.2/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:400.8/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.2/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.2/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   1(0.2%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.2/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   1(0.2%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.2/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   1(0.2%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.2/a:401.7/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   1(0.2%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.2/a:401.6/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   1(0.2%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.2/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.2/a:401.6/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.2/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.0/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.0/a:401.6/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.0/a:401.5/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.1/a:401.5/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.1/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.0/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.1/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.0/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.0/a:401.5/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.5%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.5%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.3/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.5%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:39:54  | TEST  | Price: p:401.2/b:401.3/a:401.6/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.5%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,109  
2019-01-06 22:47:11  | TEST  | Price: p:401.3/b:401.3/a:401.6/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.0%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,177  
2019-01-06 22:47:11  | TEST  | Price: p:401.3/b:401.0/a:401.6/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.5%)/   0(0.0%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,177  
2019-01-06 22:47:11  | TEST  | Price: p:401.3/b:401.0/a:401.5/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.5%)/   0(0.0%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,177  
2019-01-06 22:47:11  | TEST  | Price: p:401.3/b:401.1/a:401.5/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.5%)/   0(0.0%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,177  
2019-01-06 22:51:51  | TEST  | Price: p:401.5/b:401.5/a:401.6/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.6%)/   0(0.0%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,313  
2019-01-06 22:51:51  | TEST  | Price: p:401.5/b:401.1/a:401.6/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.6%)/   0(0.0%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,313  
2019-01-06 22:51:51  | TEST  | Price: p:401.5/b:401.5/a:401.6/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.6%)/   0(0.0%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,313  
2019-01-06 22:51:51  | TEST  | Price: p:401.5/b:401.5/a:401.7/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.6%)/   0(0.0%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,313  
2019-01-06 22:51:51  | TEST  | Price: p:401.5/b:401.1/a:401.7/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.6%)/   0(0.0%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,313  
2019-01-06 22:51:51  | TEST  | Price: p:401.5/b:401.1/a:401.6/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.6%)/   0(0.0%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,313  
2019-01-06 22:53:08  | TEST  | Price: p:401.6/b:401.1/a:401.6/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.6%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,381  
2019-01-06 22:53:08  | TEST  | Price: p:401.6/b:401.1/a:401.5/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.6%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,381  
2019-01-06 22:53:08  | TEST  | Price: p:401.6/b:401.1/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.5%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,381  
2019-01-06 22:53:08  | TEST  | Price: p:401.6/b:401.0/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.5%)/   0(0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,381  
2019-01-06 22:53:08  | TEST  | Price: p:401.6/b:401.0/a:401.5/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.5%)/   0(0.0%)/   0(0.0%) Avg:  400/ 402 | deal (0) | bal:369,381  
2019-01-06 22:53:08  | TEST  | Price: p:401.6/b:401.1/a:401.5/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.5%)/   0(0.0%)/   0(0.0%) Avg:  400/ 402 | deal (0) | bal:369,381  
2019-01-06 22:58:42  | TEST  | Price: p:401.5/b:401.1/a:401.5/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.5%)/   0(0.0%)/   0(0.0%) Avg:  400/ 402 | deal (0) | bal:369,313  
2019-01-06 23:03:37  | TEST  | Price: p:401.1/b:401.1/a:401.5/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/  -0(-0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,041  
2019-01-06 23:03:37  | TEST  | Price: p:401.1/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/  -0(-0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,041  
2019-01-06 23:03:37  | TEST  | Price: p:401.1/b:401.1/a:401.5/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/  -0(-0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,041  
2019-01-06 23:04:02  | TEST  | Price: p:401.1/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/  -0(-0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,041  
2019-01-06 23:04:02  | TEST  | Price: p:401.1/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/  -0(-0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,041  
2019-01-06 23:04:28  | TEST  | Price: p:401.1/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.5%)/  -0(-0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,041  
2019-01-06 23:04:33  | TEST  | Price: p:401.1/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.5%)/  -0(-0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,041  
2019-01-06 23:04:33  | TEST  | Price: p:401.1/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.5%)/  -0(-0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,041  
2019-01-06 23:04:37  | TEST  | Price: p:401.1/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.5%)/  -0(-0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,041  
2019-01-06 23:04:48  | TEST  | Price: p:401.1/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/  -0(-0.1%)/   0(0.0%) Avg:  400/ 401 | deal (0) | bal:369,041  
2019-01-06 23:06:10  | TEST  | Price: p:401.1/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/  -0(-0.1%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:369,041  
2019-01-06 23:06:11  | TEST  | Price: p:401.1/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/  -0(-0.1%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:369,041  
2019-01-06 23:06:22  | TEST  | Price: p:401.1/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/  -0(-0.1%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:369,041  
2019-01-06 23:06:27  | TEST  | Price: p:401.1/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/  -0(-0.1%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:369,041  
2019-01-06 23:06:27  | TEST  | Price: p:401.1/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/  -0(-0.1%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:369,041  
2019-01-06 23:06:44  | TEST  | Price: p:401.1/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/  -0(-0.1%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:369,041  
2019-01-06 23:07:22  | TEST  | Price: p:401.1/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/  -0(-0.1%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:369,041  
2019-01-06 23:07:25  | TEST  | Price: p:401.1/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/  -0(-0.1%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:369,041  
2019-01-06 23:07:25  | TEST  | Price: p:401.1/b:401.0/a:401.1/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/  -0(-0.1%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:369,041  
2019-01-06 23:07:25  | TEST  | Price: p:401.1/b:401.0/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/  -0(-0.1%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:369,041  
2019-01-06 23:07:25  | TEST  | Price: p:401.1/b:401.0/a:401.1/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/  -0(-0.1%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:369,041  
2019-01-06 23:07:25  | TEST  | Price: p:401.1/b:401.0/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/  -0(-0.1%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:369,041  
2019-01-06 23:07:25  | TEST  | Price: p:401.1/b:401.0/a:401.1/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/  -0(-0.1%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:369,041  
2019-01-06 23:07:25  | TEST  | Price: p:401.1/b:401.0/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/  -0(-0.1%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:369,041  
2019-01-06 23:08:38  | TEST  | Price: p:401.0/b:401.0/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/  -0(-0.1%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:368,973  
2019-01-06 23:08:55  | TEST  | Price: p:401.0/b:401.0/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/  -0(-0.0%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:368,973  
2019-01-06 23:08:55  | TEST  | Price: p:401.0/b:401.0/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/  -0(-0.0%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:368,973  
2019-01-06 23:08:55  | TEST  | Price: p:401.0/b:401.1/a:401.4/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/  -0(-0.0%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:368,973  
2019-01-06 23:10:34  | TEST  | Price: p:401.1/b:401.0/a:401.1/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    2(0.4%)/   0(0.0%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:369,041  
2019-01-06 23:10:37  | TEST  | Price: p:401.0/b:401.0/a:401.1/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.3%)/  -0(-0.0%)/  -0(-0.0%) Avg:  401/ 401 | deal (0) | bal:368,973  
2019-01-06 23:10:37  | TEST  | Price: p:401.0/b:401.0/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.2%)/  -0(-0.0%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:368,973  
2019-01-06 23:12:45  | TEST  | Price: p:401.0/b:401.0/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.2%)/  -0(-0.0%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:368,973  
2019-01-06 23:12:55  | TEST  | Price: p:401.0/b:401.0/a:401.3/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.2%)/  -0(-0.0%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:368,973  
2019-01-06 23:13:02  | TEST  | Price: p:401.0/b:400.2/a:401.0/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.2%)/  -0(-0.0%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:368,973  
2019-01-06 23:13:02  | TEST  | Price: p:401.0/b:400.0/a:400.8/l:391 | Buy/Sell/Vol: 0.000000/0.000000/0.000 | Delta:    1(0.2%)/  -0(-0.0%)/   0(0.0%) Avg:  401/ 401 | deal (0) | bal:368,973  
